,GID_1_41,year,grp_usd
24357,MEX.32_1,2013,12315445463.49728
24358,MEX.32_1,2014,12592466433.48628
24359,MEX.32_1,2015,11349859828.92557
24360,MEX.32_1,2016,10333204630.51236
24361,MEX.32_1,2017,10735661743.75527
24362,MEX.32_1,2018,10566806153.72402
24363,MEX.32_1,2019,9976708302.891
24364,MNG.1_1,2000,47418000.2129254
24365,MNG.1_1,2001,52134957.57266831
24366,MNG.1_1,2002,49891810.741825
24367,MNG.1_1,2003,40275256.236969
24368,MNG.1_1,2004,52674537.76481821
24369,MNG.1_1,2005,62407404.311605796
24370,MNG.1_1,2006,68316154.2693455
24371,MNG.1_1,2007,90769850.589408
24372,MNG.1_1,2008,140215845.703842
24373,MNG.1_1,2009,109328510.135105
24374,MNG.1_1,2010,96301784.402752
24375,MNG.1_1,2011,147462609.79377002
24376,MNG.1_1,2012,194554357.510225
24377,MNG.1_1,2013,213164323.47538
24378,MNG.1_1,2014,204142729.924266
24379,MNG.1_1,2015,221307908.100422
24380,MNG.1_1,2016,177034510.62108
24381,MNG.1_1,2017,165938078.596026
24382,MNG.1_1,2018,169245758.46359998
24383,MNG.1_1,2019,212002388.42475402
24384,MNG.1_1,2020,211528611.397752
24385,MNG.2_1,2000,29730543.2567322
24386,MNG.2_1,2001,30607349.5292534
24387,MNG.2_1,2002,26610844.1986174
24388,MNG.2_1,2003,34759665.260234006
24389,MNG.2_1,2004,40725406.9252864
24390,MNG.2_1,2005,42353659.9457595
24391,MNG.2_1,2006,49315216.5686125
24392,MNG.2_1,2007,58339067.827351205
24393,MNG.2_1,2008,80584408.83258641
24394,MNG.2_1,2009,53549991.391688995
24395,MNG.2_1,2010,86873590.0244417
24396,MNG.2_1,2011,120624477.861208
24397,MNG.2_1,2012,138427049.665426
24398,MNG.2_1,2013,156606933.703746
24399,MNG.2_1,2014,160855512.604521
24400,MNG.2_1,2015,165168139.90029
24401,MNG.2_1,2016,151207504.84414
24402,MNG.2_1,2017,133650695.955716
24403,MNG.2_1,2018,146598875.07558
24404,MNG.2_1,2019,148906851.43089
24405,MNG.2_1,2020,153740874.10582298
24406,MNG.3_1,2000,31100417.0894404
24407,MNG.3_1,2001,29935616.498940002
24408,MNG.3_1,2002,18373028.5221876
24409,MNG.3_1,2003,20429558.7448402
24410,MNG.3_1,2004,30591477.511716
24411,MNG.3_1,2005,47583697.1052709
24412,MNG.3_1,2006,49419684.578957
24413,MNG.3_1,2007,61041386.3517328
24414,MNG.3_1,2008,98738400.488924
24415,MNG.3_1,2009,68424560.1383904
24416,MNG.3_1,2010,84564971.865054
24417,MNG.3_1,2011,122512803.171398
24418,MNG.3_1,2012,149364527.889218
24419,MNG.3_1,2013,176246349.096768
24420,MNG.3_1,2014,182579752.72071597
24421,MNG.3_1,2015,171169177.72912
24422,MNG.3_1,2016,143524038.549285
24423,MNG.3_1,2017,144405087.96991402
24424,MNG.3_1,2018,142480998.31584
24425,MNG.3_1,2019,158841411.143264
24426,MNG.3_1,2020,187395017.95034
24427,MNG.4_1,2000,34964291.3510312
24428,MNG.4_1,2001,34235299.7001168
24429,MNG.4_1,2002,35222520.715616405
24430,MNG.4_1,2003,24916234.8917072
24431,MNG.4_1,2004,32126982.4569456
24432,MNG.4_1,2005,40282240.3652466
24433,MNG.4_1,2006,50010624.1743624
24434,MNG.4_1,2007,64736878.877038
24435,MNG.4_1,2008,103191225.19062
24436,MNG.4_1,2009,86090603.11446999
24437,MNG.4_1,2010,105330823.74492799
24438,MNG.4_1,2011,133820257.892517
24439,MNG.4_1,2012,145012410.02092
24440,MNG.4_1,2013,173626069.09120202
24441,MNG.4_1,2014,163215538.101616
24442,MNG.4_1,2015,153587876.03101802
24443,MNG.4_1,2016,128480860.66158901
24444,MNG.4_1,2017,109122595.16619
24445,MNG.4_1,2018,116632673.21067
24446,MNG.4_1,2019,129402980.58412
24447,MNG.4_1,2020,130723770.195565
24448,MNG.5_1,2000,31923888.4251584
24449,MNG.5_1,2001,43957081.6392762
24450,MNG.5_1,2002,44754700.072779
24451,MNG.5_1,2003,44533726.0757304
24452,MNG.5_1,2004,48783359.902994506
24453,MNG.5_1,2005,54543337.359350406
24454,MNG.5_1,2006,58778693.82867549
24455,MNG.5_1,2007,79931007.7512492
24456,MNG.5_1,2008,128861303.704672
24457,MNG.5_1,2009,97606735.54118101
24458,MNG.5_1,2010,131386363.091898
24459,MNG.5_1,2011,162066860.908407
24460,MNG.5_1,2012,198878885.39053202
24461,MNG.5_1,2013,205881839.716891
24462,MNG.5_1,2014,201072070.191703
24463,MNG.5_1,2015,184884233.469495
24464,MNG.5_1,2016,175489161.642964
24465,MNG.5_1,2017,165175018.0117
24466,MNG.5_1,2018,161491721.240361
24467,MNG.5_1,2019,183413907.043318
24468,MNG.5_1,2020,216491070.957524
24469,MNG.6_1,2000,21050626.960226998
24470,MNG.6_1,2001,23914914.4755468
24471,MNG.6_1,2002,26687326.490474697
24472,MNG.6_1,2003,25929680.8420364
24473,MNG.6_1,2004,32214507.9812829
24474,MNG.6_1,2005,38393155.837659195
24475,MNG.6_1,2006,41519327.3786632
24476,MNG.6_1,2007,58184178.6513162
24477,MNG.6_1,2008,76962766.297815
24478,MNG.6_1,2009,59300598.8037304
24479,MNG.6_1,2010,111729658.739328
24480,MNG.6_1,2011,175795325.4264
24481,MNG.6_1,2012,190620173.0163
24482,MNG.6_1,2013,259032784.605918
24483,MNG.6_1,2014,370231402.808932
24484,MNG.6_1,2015,300756251.84713197
24485,MNG.6_1,2016,315522039.570121
24486,MNG.6_1,2017,320157607.87429
24487,MNG.6_1,2018,323065237.680416
24488,MNG.6_1,2019,332966022.857244
24489,MNG.6_1,2020,256879041.63893598
24490,MNG.7_1,2000,16305728.296847401
24491,MNG.7_1,2001,16869559.270788
24492,MNG.7_1,2002,19037349.4794468
24493,MNG.7_1,2003,19163759.78803
24494,MNG.7_1,2004,23937427.6079995
24495,MNG.7_1,2005,28322688.857943602
24496,MNG.7_1,2006,21662519.220778402
24497,MNG.7_1,2007,26825281.8545935
24498,MNG.7_1,2008,50742500.5095896
24499,MNG.7_1,2009,42200401.3916104
24500,MNG.7_1,2010,85024609.883854
24501,MNG.7_1,2011,146171258.53550202
24502,MNG.7_1,2012,182982619.253568
24503,MNG.7_1,2013,184274448.054898
24504,MNG.7_1,2014,171455386.00428802
24505,MNG.7_1,2015,156756972.584053
24506,MNG.7_1,2016,138978293.53469998
24507,MNG.7_1,2017,136588037.131956
24508,MNG.7_1,2018,161953180.68170398
24509,MNG.7_1,2019,161160052.38664198
24510,MNG.7_1,2020,167877282.403298
24511,MNG.8_1,2000,16142483.012212498
24512,MNG.8_1,2001,19170930.6052272
24513,MNG.8_1,2002,21915743.7636208
24514,MNG.8_1,2003,24513940.5999466
24515,MNG.8_1,2004,29245640.751378004
24516,MNG.8_1,2005,37866004.3355979
24517,MNG.8_1,2006,38888043.5528138
24518,MNG.8_1,2007,41253802.3998282
24519,MNG.8_1,2008,56028761.375376
24520,MNG.8_1,2009,40711548.7452182
24521,MNG.8_1,2010,55738769.800168
24522,MNG.8_1,2011,74792460.977078
24523,MNG.8_1,2012,93633960.08236499
24524,MNG.8_1,2013,121042550.160584
24525,MNG.8_1,2014,118345567.217593
24526,MNG.8_1,2015,123033889.350064
24527,MNG.8_1,2016,107661789.746198
24528,MNG.8_1,2017,106207350.31701499
24529,MNG.8_1,2018,121440168.56451601
24530,MNG.8_1,2019,130370632.290304
24531,MNG.8_1,2020,114080276.076778
24532,MNG.10_1,2000,26522970.7535058
24533,MNG.10_1,2001,25867502.8868872
24534,MNG.10_1,2002,18281405.1153647
24535,MNG.10_1,2003,17753219.93995
24536,MNG.10_1,2004,26562000.2918844
24537,MNG.10_1,2005,31527415.8070467
24538,MNG.10_1,2006,45874056.7915818
24539,MNG.10_1,2007,53852640.0174
24540,MNG.10_1,2008,71391023.822569
24541,MNG.10_1,2009,48088645.601371504
24542,MNG.10_1,2010,52924228.9792125
24543,MNG.10_1,2011,75142809.34104
24544,MNG.10_1,2012,96969643.567598
24545,MNG.10_1,2013,111193492.84792899
24546,MNG.10_1,2014,121956435.59722002
24547,MNG.10_1,2015,117748881.176941
24548,MNG.10_1,2016,110586726.24347599
24549,MNG.10_1,2017,106913438.148216
24550,MNG.10_1,2018,123466323.69326499
24551,MNG.10_1,2019,116633589.11286
24552,MNG.10_1,2020,134342665.330772
24553,MNG.11_1,2000,4714043.351694
24554,MNG.11_1,2001,6513291.18012
24555,MNG.11_1,2002,5991755.5665945
24556,MNG.11_1,2003,5670209.689119
24557,MNG.11_1,2004,9417788.25471
24558,MNG.11_1,2005,10358444.579015
24559,MNG.11_1,2006,11323528.8024
24560,MNG.11_1,2007,8054054.558843999
24561,MNG.11_1,2008,18550597.320384
24562,MNG.11_1,2009,14145599.016396001
24563,MNG.11_1,2010,23586007.826601002
24564,MNG.11_1,2011,28955472.840222996
24565,MNG.11_1,2012,31180775.875591997
24566,MNG.11_1,2013,38890943.501313
24567,MNG.11_1,2014,40460562.149084
24568,MNG.11_1,2015,43959852.324145995
24569,MNG.11_1,2016,43490045.201147996
24570,MNG.11_1,2017,39822754.837347
24571,MNG.11_1,2018,37868406.251652
24572,MNG.11_1,2019,39412492.690824
24573,MNG.11_1,2020,40775254.74439
24574,MNG.12_1,2000,30214660.3398305
24575,MNG.12_1,2001,29678930.1929676
24576,MNG.12_1,2002,30543714.5689312
24577,MNG.12_1,2003,32347703.9961751
24578,MNG.12_1,2004,35731153.292086005
24579,MNG.12_1,2005,43337006.702945605
24580,MNG.12_1,2006,49569669.1692093
24581,MNG.12_1,2007,59407893.40416
24582,MNG.12_1,2008,78763306.3425
24583,MNG.12_1,2009,57695130.0562976
24584,MNG.12_1,2010,89431519.704642
24585,MNG.12_1,2011,133122425.981499
24586,MNG.12_1,2012,159130127.978234
24587,MNG.12_1,2013,191081602.932951
24588,MNG.12_1,2014,175982743.30288
24589,MNG.12_1,2015,169526643.67470002
24590,MNG.12_1,2016,148084579.51143602
24591,MNG.12_1,2017,130030000.29338701
24592,MNG.12_1,2018,154263750.909324
24593,MNG.12_1,2019,166402257.134828
24594,MNG.12_1,2020,157429613.18096802
24595,MNG.13_1,2000,33862041.0588341
24596,MNG.13_1,2001,33630245.0099604
24597,MNG.13_1,2002,31017494.889136802
24598,MNG.13_1,2003,34828341.102689
24599,MNG.13_1,2004,44015029.1312909
24600,MNG.13_1,2005,54039790.739165
24601,MNG.13_1,2006,61814430.5657856
24602,MNG.13_1,2007,78232801.4975034
24603,MNG.13_1,2008,110205201.32708001
24604,MNG.13_1,2009,66169913.838392
24605,MNG.13_1,2010,90776823.236224
24606,MNG.13_1,2011,119445359.40792
24607,MNG.13_1,2012,138490244.474926
24608,MNG.13_1,2013,170567771.350872
24609,MNG.13_1,2014,164965885.20446202
24610,MNG.13_1,2015,159972762.340881
24611,MNG.13_1,2016,149701457.81361598
24612,MNG.13_1,2017,155064644.909736
24613,MNG.13_1,2018,176018407.89027
24614,MNG.13_1,2019,186696526.15656
24615,MNG.13_1,2020,189276682.39016598
24616,MNG.14_1,2000,48438268.2586348
24617,MNG.14_1,2001,45136917.589204505
24618,MNG.14_1,2002,44690252.9596268
24619,MNG.14_1,2003,46682987.710535206
24620,MNG.14_1,2004,59836204.615695
24621,MNG.14_1,2005,71418232.2521088
24622,MNG.14_1,2006,79923696.86433761
24623,MNG.14_1,2007,107089755.4736785
24624,MNG.14_1,2008,162422237.758173
24625,MNG.14_1,2009,118581595.474125
24626,MNG.14_1,2010,154118150.151669
24627,MNG.14_1,2011,194758961.399184
24628,MNG.14_1,2012,223271615.125614
24629,MNG.14_1,2013,249329665.79685998
24630,MNG.14_1,2014,245140835.207307
24631,MNG.14_1,2015,238417761.02923802
24632,MNG.14_1,2016,206946920.952288
24633,MNG.14_1,2017,187215667.14149198
24634,MNG.14_1,2018,218658015.69728798
24635,MNG.14_1,2019,247385529.939765
24636,MNG.14_1,2020,224894379.101235
24637,MNG.16_1,2000,128237764.570509
24638,MNG.16_1,2001,62380336.50408281
24639,MNG.16_1,2002,112414828.522686
24640,MNG.16_1,2003,148748154.59191
24641,MNG.16_1,2004,284632303.47546196
24642,MNG.16_1,2005,352040150.16834897
24643,MNG.16_1,2006,662358387.877851
24644,MNG.16_1,2007,888841065.6457801
24645,MNG.16_1,2008,788197220.4875749
24646,MNG.16_1,2009,519860338.709937
24647,MNG.16_1,2010,707959416.180588
24648,MNG.16_1,2011,879485213.682048
24649,MNG.16_1,2012,877031745.02285
24650,MNG.16_1,2013,803135176.422411
24651,MNG.16_1,2014,703178468.22275
24652,MNG.16_1,2015,573875165.951496
24653,MNG.16_1,2016,518267915.88876694
24654,MNG.16_1,2017,690064326.796046
24655,MNG.16_1,2018,720477193.215528
24656,MNG.16_1,2019,735924970.1298419
24657,MNG.16_1,2020,614806036.280905
24658,MNG.18_1,2000,44944408.0277156
24659,MNG.18_1,2001,56974277.4277363
24660,MNG.18_1,2002,56504474.73920599
24661,MNG.18_1,2003,48265264.631682
24662,MNG.18_1,2004,47306931.7113816
24663,MNG.18_1,2005,57999452.2866024
24664,MNG.18_1,2006,99870545.38360499
24665,MNG.18_1,2007,127985803.245245
24666,MNG.18_1,2008,198314371.330488
24667,MNG.18_1,2009,144949583.16981
24668,MNG.18_1,2010,316981615.38098
24669,MNG.18_1,2011,304904501.93052
24670,MNG.18_1,2012,342387875.767773
24671,MNG.18_1,2013,332344488.59396404
24672,MNG.18_1,2014,325547739.52728
24673,MNG.18_1,2015,271739282.845536
24674,MNG.18_1,2016,240649740.90276703
24675,MNG.18_1,2017,222315178.37233502
24676,MNG.18_1,2018,250708496.359291
24677,MNG.18_1,2019,258885175.93939003
24678,MNG.18_1,2020,283926478.79068
24679,MNG.19_1,2000,25469768.4405264
24680,MNG.19_1,2001,23828999.708882
24681,MNG.19_1,2002,26473144.8293325
24682,MNG.19_1,2003,30860490.2934454
24683,MNG.19_1,2004,34820142.7400202
24684,MNG.19_1,2005,43124061.1810209
24685,MNG.19_1,2006,130740068.35102499
24686,MNG.19_1,2007,144854931.432232
24687,MNG.19_1,2008,110689024.250616
24688,MNG.19_1,2009,85578993.248144
24689,MNG.19_1,2010,114863860.515516
24690,MNG.19_1,2011,150471240.914758
24691,MNG.19_1,2012,180499911.375586
24692,MNG.19_1,2013,188046447.567024
24693,MNG.19_1,2014,187610223.715065
24694,MNG.19_1,2015,162380607.768822
24695,MNG.19_1,2016,149687355.38139
24696,MNG.19_1,2017,163187740.168026
24697,MNG.19_1,2018,186613635.275964
24698,MNG.19_1,2019,179925588.473624
24699,MNG.19_1,2020,154196889.343728
24700,MNG.20_1,2000,39849707.110288
24701,MNG.20_1,2001,58975687.227353595
24702,MNG.20_1,2002,40456570.9988687
24703,MNG.20_1,2003,40987480.6008228
24704,MNG.20_1,2004,50784293.034367904
24705,MNG.20_1,2005,59422051.9210416
24706,MNG.20_1,2006,73147138.9741666
24707,MNG.20_1,2007,88147287.62353
24708,MNG.20_1,2008,132585193.756854
24709,MNG.20_1,2009,115678293.51672801
24710,MNG.20_1,2010,142149593.40811402
24711,MNG.20_1,2011,180683687.41311
24712,MNG.20_1,2012,214470968.80019802
24713,MNG.20_1,2013,252686654.85846603
24714,MNG.20_1,2014,263492824.988467
24715,MNG.20_1,2015,259622149.010451
24716,MNG.20_1,2016,227015372.69858
24717,MNG.20_1,2017,183480548.290848
24718,MNG.20_1,2018,204035338.88444003
24719,MNG.20_1,2019,218955932.93600002
24720,MNG.20_1,2020,230363027.78319
24721,MNG.21_1,2000,735640145.756139
24722,MNG.21_1,2001,823458640.0509679
24723,MNG.21_1,2002,926249089.039296
24724,MNG.21_1,2003,1086093860.227164
24725,MNG.21_1,2004,1209674959.176465
24726,MNG.21_1,2005,1749638298.7628798
24727,MNG.21_1,2006,2140143459.166148
24728,MNG.21_1,2007,2451002079.557004
24729,MNG.21_1,2008,3421891470.571252
24730,MNG.21_1,2009,2997823346.294356
24731,MNG.21_1,2010,4936445288.094079
24732,MNG.21_1,2011,7282085338.6689
24733,MNG.21_1,2012,8574676297.03971
24734,MNG.21_1,2013,8266959977.0765705
24735,MNG.21_1,2014,7813229767.263487
24736,MNG.21_1,2015,7462856058.32064
24737,MNG.21_1,2016,7271198763.898527
24738,MNG.21_1,2017,7270919811.782479
24739,MNG.21_1,2018,8350555702.264125
24740,MNG.21_1,2019,8823152134.22139
24741,MNG.21_1,2020,7916457290.48673
24742,MNG.22_1,2000,29632181.158174403
24743,MNG.22_1,2001,31027725.373919997
24744,MNG.22_1,2002,28153649.143652502
24745,MNG.22_1,2003,31617921.6121136
24746,MNG.22_1,2004,39308146.2991344
24747,MNG.22_1,2005,46186692.6991932
24748,MNG.22_1,2006,54233435.67954
24749,MNG.22_1,2007,68699390.5025664
24750,MNG.22_1,2008,88712666.23459001
24751,MNG.22_1,2009,58157452.9415203
24752,MNG.22_1,2010,85132821.31758
24753,MNG.22_1,2011,122287157.910408
24754,MNG.22_1,2012,141027978.011808
24755,MNG.22_1,2013,158259688.32911998
24756,MNG.22_1,2014,162406446.77409598
24757,MNG.22_1,2015,159423457.650945
24758,MNG.22_1,2016,130801195.907118
24759,MNG.22_1,2017,118152516.561408
24760,MNG.22_1,2018,139613374.205094
24761,MNG.22_1,2019,138708335.772027
24762,MNG.22_1,2020,152632894.027544
24763,MNG.9_1,2000,27676234.2941504
24764,MNG.9_1,2001,28851749.2269405
24765,MNG.9_1,2002,30295052.7215652
24766,MNG.9_1,2003,30696924.7265886
24767,MNG.9_1,2004,31191138.1082364
24768,MNG.9_1,2005,43902612.4373949
24769,MNG.9_1,2006,56031753.0156278
24770,MNG.9_1,2007,71877005.1127296
24771,MNG.9_1,2008,106549255.33830401
24772,MNG.9_1,2009,62886017.4139392
24773,MNG.9_1,2010,80342398.550768
24774,MNG.9_1,2011,115567766.65584
24775,MNG.9_1,2012,148176542.76281998
24776,MNG.9_1,2013,170455433.15295
24777,MNG.9_1,2014,168338357.673408
24778,MNG.9_1,2015,163501396.339512
24779,MNG.9_1,2016,140578017.787396
24780,MNG.9_1,2017,128542577.70675799
24781,MNG.9_1,2018,138129552.85399202
24782,MNG.9_1,2019,148839952.768583
24783,MNG.9_1,2020,159982650.778998
24784,MNG.15_1,2000,18881725.434375
24785,MNG.15_1,2001,20281491.229454
24786,MNG.15_1,2002,17127767.1945478
24787,MNG.15_1,2003,12176814.3308117
24788,MNG.15_1,2004,30963658.9241928
24789,MNG.15_1,2005,47597047.079236194
24790,MNG.15_1,2006,59633771.574014
24791,MNG.15_1,2007,80203787.27296999
24792,MNG.15_1,2008,105080487.318625
24793,MNG.15_1,2009,108508291.65828401
24794,MNG.15_1,2010,191452709.075471
24795,MNG.15_1,2011,304934076.78993595
24796,MNG.15_1,2012,281012702.311572
24797,MNG.15_1,2013,306804315.50604
24798,MNG.15_1,2014,186490712.358552
24799,MNG.15_1,2015,145156762.598265
24800,MNG.15_1,2016,196619873.127146
24801,MNG.15_1,2017,287235243.866288
24802,MNG.15_1,2018,261216941.191408
24803,MNG.15_1,2019,294527619.84121305
24804,MNG.15_1,2020,345059953.791651
24805,MNG.17_1,2000,36806174.7542302
24806,MNG.17_1,2001,35340752.232306704
24807,MNG.17_1,2002,32075619.595879998
24808,MNG.17_1,2003,33978438.970259696
24809,MNG.17_1,2004,46104879.4136434
24810,MNG.17_1,2005,57722348.619151995
24811,MNG.17_1,2006,63317847.9632944
24812,MNG.17_1,2007,81505166.21028359
24813,MNG.17_1,2008,111200953.87099801
24814,MNG.17_1,2009,92711762.2757894
24815,MNG.17_1,2010,83235631.351691
24816,MNG.17_1,2011,124972740.563979
24817,MNG.17_1,2012,159435004.29184398
24818,MNG.17_1,2013,207304857.679153
24819,MNG.17_1,2014,212277123.866016
24820,MNG.17_1,2015,215047418.521389
24821,MNG.17_1,2016,193722632.88543
24822,MNG.17_1,2017,187782289.1667
24823,MNG.17_1,2018,195932137.988776
24824,MNG.17_1,2019,226996231.126588
24825,MNG.17_1,2020,215279830.53838
24826,,2013,7229504800.916849
24827,,2014,6492117847.974396
24828,,2015,5920108025.946889
24829,,2016,5850833854.667818
24830,,2017,6186881869.8833885
24831,,2018,6365589230.596171
24832,,2019,6665518359.658987
24833,,2013,34329536613.197826
24834,,2014,34691044425.28302
24835,,2015,32507545766.988174
24836,,2016,32668470608.76148
24837,,2017,34039891879.65682
24838,,2018,36221060602.22423
24839,,2019,35487695832.89285
24840,MAR.1_1,2007,4237391221.38388
24841,MAR.1_1,2009,6573574737.561194
24842,MAR.1_1,2010,7249111875.03945
24843,MAR.1_1,2011,9297820833.4354
24844,MAR.1_1,2012,7739336973.801794
24845,MAR.1_1,2013,7597136971.29608
24846,MAR.2_1,2007,5418291426.165189
24847,MAR.2_1,2009,6020477135.34482
24848,MAR.2_1,2010,6624735575.020011
24849,MAR.2_1,2011,7292823077.96376
24850,MAR.2_1,2012,6120485605.0446005
24851,MAR.2_1,2013,7336615077.023616
24852,,2013,3021417852.49295
24853,,2014,2963245708.95155
24854,,2015,2611132388.798864
24855,,2016,2700401327.64772
24856,,2017,2689816347.6384
24857,,2018,2832838921.2655706
24858,,2019,2932512315.411792
24859,,2013,1145939153.676
24860,,2014,1100513618.483181
24861,,2015,1118968534.75036
24862,,2016,1173721926.0527241
24863,,2017,1363705492.788736
24864,,2018,1430716081.896
24865,,2019,1434346571.47614
24866,MAR.3_1,2007,3850468215.4779677
24867,MAR.3_1,2009,4645706486.02454
24868,MAR.3_1,2010,4265148947.561334
24869,MAR.3_1,2011,4258080250.533564
24870,MAR.3_1,2012,4126033631.905185
24871,MAR.3_1,2013,4336008267.461741
24872,,2013,10326886796.454136
24873,,2014,10532819784.01402
24874,,2015,9126875911.6793
24875,,2016,9213067420.696047
24876,,2017,9235041577.59243
24877,,2018,9440070472.613888
24878,,2019,9355848072.731596
24879,MAR.4_1,2007,3315367736.392617
24880,MAR.4_1,2009,4206797744.2355356
24881,MAR.4_1,2010,4028423026.6967483
24882,MAR.4_1,2011,4403719856.974791
24883,MAR.4_1,2012,4069040812.4773235
24884,MAR.4_1,2013,4562612452.896148
24885,MAR.5_1,2007,18120918375.754433
24886,MAR.5_1,2009,19558424292.425236
24887,MAR.5_1,2010,19153069483.155693
24888,MAR.5_1,2011,20934180165.6981
24889,MAR.5_1,2012,23628101877.65685
24890,MAR.5_1,2013,25838548786.422237
24891,,2013,1284529248.44223
24892,,2014,1456944091.447917
24893,,2015,1341616625.870247
24894,,2016,1425576432.4441998
24895,,2017,1511444159.932544
24896,,2018,1614376341.2710001
24897,,2019,1671973557.71475
24898,,2013,1676946172.8850498
24899,,2014,1605736591.622464
24900,,2015,1543879988.78835
24901,,2016,1580162769.81927
24902,,2017,1744280674.35726
24903,,2018,1936670127.304314
24904,,2019,1958359564.93815
24905,MAR.8_1,2007,7555314538.360439
24906,MAR.8_1,2009,9067970891.233467
24907,MAR.8_1,2010,8838524823.750126
24908,MAR.8_1,2011,8756329962.978313
24909,MAR.8_1,2012,7632876563.311845
24910,MAR.8_1,2013,8186765701.090588
24911,,2013,10559180744.740875
24912,,2014,10087644042.304031
24913,,2015,9000908279.946207
24914,,2016,8806624332.59851
24915,,2017,9026958717.53112
24916,,2018,9414041746.79727
24917,,2019,9521228135.74996
24918,MAR.9_1,2007,4448963789.744174
24919,MAR.9_1,2009,5594097171.3283
24920,MAR.9_1,2010,5387908908.36048
24921,MAR.9_1,2011,5823073379.262315
24922,MAR.9_1,2012,5734506566.012808
24923,MAR.9_1,2013,5985881162.778003
24924,MAR.10_1,2007,4376851507.351197
24925,MAR.10_1,2009,5036009755.503173
24926,MAR.10_1,2010,5150923554.77874
24927,MAR.10_1,2011,5176579818.085631
24928,MAR.10_1,2012,4679833305.749993
24929,MAR.10_1,2013,5337878135.4229765
24930,MAR.10_1,2014,5488758848.483238
24931,MAR.10_1,2015,4857364461.282151
24932,MAR.10_1,2016,4956722259.3147
24933,MAR.10_1,2017,5230732361.2786
24934,MAR.10_1,2018,5543290336.347868
24935,MAR.10_1,2019,5744367679.42388
24936,MAR.11_1,2007,11541489703.146284
24937,MAR.11_1,2009,13017321190.132011
24938,MAR.11_1,2010,12469847329.324791
24939,MAR.11_1,2011,12672609109.970943
24940,MAR.11_1,2012,13157873910.246798
24941,MAR.11_1,2013,12766649136.725922
24942,,2013,17211070534.31047
24943,,2014,18264157359.0164
24944,,2015,16213780048.480646
24945,,2016,16398463430.186861
24946,,2017,17221957284.660698
24947,,2018,17457286287.674137
24948,,2019,17089500445.284313
24949,MAR.12_1,2007,6789806219.4237
24950,MAR.12_1,2009,7655031224.2845
24951,MAR.12_1,2010,7610005146.5106
24952,MAR.12_1,2011,8061946749.695741
24953,MAR.12_1,2012,7387091543.1365795
24954,MAR.12_1,2013,8469479282.817696
24955,,2013,7293358902.578543
24956,,2014,7369263508.589708
24957,,2015,6647448629.349975
24958,,2016,6898121596.888385
24959,,2017,7004974211.13435
24960,,2018,7538925541.582032
24961,,2019,7528020930.910817
24962,MAR.13_1,2007,2239596702.81827
24963,MAR.13_1,2009,3157724528.0182443
24964,MAR.13_1,2010,2841912832.132875
24965,MAR.13_1,2011,2888516595.959244
24966,MAR.13_1,2012,2707328109.601458
24967,MAR.13_1,2013,3016576463.4276123
24968,MAR.14_1,2007,7474576514.381459
24969,MAR.14_1,2009,8271088411.309948
24970,MAR.14_1,2010,7856299596.40343
24971,MAR.14_1,2011,8319162684.45276
24972,MAR.14_1,2012,8279721942.194202
24973,MAR.14_1,2013,9372349125.910528
24974,,2013,10253858288.783379
24975,,2014,10911227086.760994
24976,,2015,10146401261.170107
24977,,2016,10424220171.58366
24978,,2017,11141549646.158646
24979,,2018,12090106713.372824
24980,,2019,12189164983.363691
24981,MAR.15_1,2007,2573303678.750288
24982,MAR.15_1,2009,3165782384.643417
24983,MAR.15_1,2010,2996930577.07464
24984,MAR.15_1,2011,3081963952.966752
24985,MAR.15_1,2012,2965304183.985387
24986,MAR.15_1,2013,2983755834.2476263
24987,MOZ.1_1,2000,263114810.1709512
24988,MOZ.1_1,2001,240346311.9909368
24989,MOZ.1_1,2002,256183709.34959278
24990,MOZ.1_1,2003,289866779.031358
24991,MOZ.1_1,2004,346689340.56739044
24992,MOZ.1_1,2005,384773695.43352485
24993,MOZ.1_1,2006,410990864.7360719
24994,MOZ.1_1,2007,440295549.1548094
24995,MOZ.1_1,2008,535998904.8286486
24996,MOZ.1_1,2009,531160101.6309042
24997,MOZ.1_1,2010,531139355.38655996
24998,MOZ.1_1,2011,798458821.347616
24999,MOZ.1_1,2012,858589155.3618349
25000,MOZ.1_1,2013,874021192.434531
25001,MOZ.1_1,2014,916480146.9088159
25002,MOZ.1_1,2015,803402187.4722246
25003,MOZ.1_1,2016,573167494.2129048
25004,MOZ.1_1,2017,628709913.4208865
25005,MOZ.1_1,2018,658307825.8770721
25006,MOZ.1_1,2019,611924815.8378987
25007,MOZ.1_1,2020,559409803.7073975
25008,MOZ.5_1,2000,1112356561.492577
25009,MOZ.5_1,2001,1010882447.1714336
25010,MOZ.5_1,2002,1036572647.2053261
25011,MOZ.5_1,2003,1097040591.9492447
25012,MOZ.5_1,2004,1301263197.920576
25013,MOZ.5_1,2005,1469319990.248664
25014,MOZ.5_1,2006,1471607435.7398841
25015,MOZ.5_1,2007,1612315409.624374
25016,MOZ.5_1,2008,1940419381.5168889
25017,MOZ.5_1,2009,1896071628.36856
25018,MOZ.5_1,2010,2061718028.07865
25019,MOZ.5_1,2011,2842661891.137959
25020,MOZ.5_1,2012,3120184563.3504004
25021,MOZ.5_1,2013,3228687561.052446
25022,MOZ.5_1,2014,3292250651.915264
25023,MOZ.5_1,2015,2975102896.83915
