,GID_0,year,gdp_usd
11286,AGO,2012,128052915202.989
11287,ALB,2012,12319834195.331
11288,AND,2012,3188653258.61001
11289,ARE,2012,384610125384.033
11290,ARG,2012,545982375701.128
11291,ARM,2012,10619320682.9474
11292,ASM,2012,640000000.0
11293,ATG,2012,1327107407.40741
11294,AUS,2012,1547649835732.89
11295,AUT,2012,409401816050.531
11296,AZE,2012,69679944504.1972
11297,BDI,2012,2333341334.45753
11298,BEL,2012,496152879924.727
11299,BEN,2012,11141358115.8991
11300,BFA,2012,12561015156.5683
11301,BGD,2012,133355820262.925
11302,BGR,2012,54288135058.7926
11303,BHR,2012,30749308510.6383
11304,BHS,2012,10720400000.0
11305,BIH,2012,17226735995.6905
11306,BLR,2012,65685890438.8922
11307,BLZ,2012,1899503249.8643
11308,BMU,2012,6378188000.0
11309,BOL,2012,27084497481.9103
11310,BRA,2012,2465227803011.57
11311,BRB,2012,4613850000.0
11312,BRN,2012,19048443340.7732
11313,BTN,2012,1781280181.55431
11314,BWA,2012,13907464500.1489
11315,CAF,2012,2510126512.22831
11316,CAN,2012,1828366481521.6
11317,CHE,2012,686420221557.99
11318,,2012,
11319,CHL,2012,267024782642.389
11320,CHN,2012,8532185381696.43
11321,CIV,2012,36302302845.3012
11322,CMR,2012,30155062329.2821
11323,COD,2012,29306235285.2597
11324,COG,2012,17692911296.3044
11325,COL,2012,370691143086.755
11326,COM,2012,1015843491.24635
11327,CPV,2012,1913081210.41411
11328,CRI,2012,47231655431.1389
11329,CUB,2012,73141000000.0
11330,CUW,2012,3012836256.55523
11331,CYM,2012,4291004524.0181
11332,CYP,2012,24977293926.2891
11333,CZE,2012,208857719320.649
11334,DEU,2012,3527143188785.16
11335,DJI,2012,1353632941.5207
11336,DMA,2012,485996296.296296
11337,DNK,2012,327148943812.137
11338,DOM,2012,60681535652.5373
11339,DZA,2012,209059080929.499
11340,ECU,2012,87924544000.0
11341,EGY,2012,279116666666.667
11342,ERI,2012,
11343,ESP,2012,1324750738725.0
11344,EST,2012,23019150071.1867
11345,ETH,2012,43310721414.0829
11346,FIN,2012,258290060227.734
11347,FJI,2012,3972028104.47328
11348,FRA,2012,2683671716967.19
11349,FRO,2012,2427200388.91831
11350,FSM,2012,327248700.0
11351,GAB,2012,17170464016.0593
11352,GBR,2012,2707089726614.64
11353,GEO,2012,16488822461.4203
11354,GHA,2012,41271701060.954
11355,GIB,2012,
11356,GIN,2012,7638045226.04416
11357,GMB,2012,1415004738.26621
11358,GNB,2012,989271155.135142
11359,GNQ,2012,22388344143.9131
11360,GRC,2012,242029307133.408
11361,GRD,2012,799881481.481481
11362,GRL,2012,2609678486.36749
11363,GTM,2012,49593929487.1263
11364,GUM,2012,5265000000.0
11365,GUY,2012,4063088535.76331
11366,,2012,262628865879.697
11367,HND,2012,18528554397.5695
11368,HRV,2012,57354547991.2213
11369,HTI,2012,13708925402.9447
11370,HUN,2012,128814279315.132
11371,IDN,2012,917869913332.649
11372,IMN,2012,6690228489.39991
11373,IND,2012,1827637590787.19
11374,IRL,2012,225118718207.156
11375,IRN,2012,644035512181.481
11376,IRQ,2012,218002481737.691
11377,ISL,2012,14751508133.5443
11378,ISR,2012,262282344091.849
11379,ITA,2012,2086957656821.6
11380,JAM,2012,14807086555.5283
11381,JOR,2012,31634561690.1408
11382,JPN,2012,6272362996105.03
11383,KAZ,2012,207998568865.789
11384,KEN,2012,56396704671.5777
11385,KGZ,2012,6605142884.36215
11386,KHM,2012,14054443213.4887
11387,KIR,2012,189629954.825062
11388,KNA,2012,825381481.481481
11389,KOR,2012,1278046536287.01
11390,KWT,2012,174047996684.957
11391,LAO,2012,10192848926.2582
11392,LBN,2012,44016799515.7546
11393,LBR,2012,2791614000.0
11394,LBY,2012,92540964666.6463
11395,LCA,2012,1598207407.40741
11396,LIE,2012,5456102482.28614
11397,LKA,2012,70447216891.3366
11398,LSO,2012,2477702216.26888
11399,LTU,2012,42927454291.478
11400,LUX,2012,59776383527.3602
11401,LVA,2012,28169902669.3784
11402,,2012,43189721376.9846
11403,MAF,2012,
11404,MAR,2012,106937392311.129
11405,MCO,2012,5742749294.00852
11406,MDA,2012,8709138634.82921
11407,MDG,2012,11578975061.9479
11408,MDV,2012,2886163995.99666
11409,MEX,2012,1255110424741.85
11410,MHL,2012,179855800.0
11411,MKD,2012,9745261300.57788
11412,MLI,2012,12442035339.1049
11413,MLT,2012,9461776291.79913
11414,MMR,2012,59937796641.7889
11415,MNE,2012,4087526241.81268
11416,MNG,2012,12292770631.565
11417,MNP,2012,746000000.0
11418,MOZ,2012,16688114144.0745
11419,MRT,2012,6728208836.22143
11420,MUS,2012,11668696396.7887
11421,MWI,2012,8773203178.16512
11422,MYS,2012,314443047642.111
11423,NAM,2012,13042053591.6857
11424,NCL,2012,9659151917.40484
11425,NER,2012,9426912647.59111
11426,NGA,2012,463971018239.281
11427,NIC,2012,10531980241.4474
11428,NLD,2012,838923319919.531
11429,NOR,2012,512777309840.997
11430,NPL,2012,21703100747.4797
11431,NRU,2012,101055722.95058
11432,NZL,2012,176206659722.524
11433,OMN,2012,87408842652.7958
11434,PAK,2012,250106966104.704
11435,PAN,2012,40429700000.0
11436,PER,2012,192650021648.583
11437,PHL,2012,261920540972.102
11438,PLW,2012,212397800.0
11439,PNG,2012,21295168665.7247
11440,POL,2012,495230523665.901
11441,PRI,2012,101564800000.0
11442,PRK,2012,
11443,PRT,2012,216224240577.957
11444,PRY,2012,33271921136.315
11445,PSE,2012,12208400000.0
11446,PYF,2012,5692858099.00217
11447,QAT,2012,186833502362.637
11448,ROU,2012,179132893143.417
11449,RUS,2012,2208293553878.42
11450,RWA,2012,7655465589.74669
11451,SAU,2012,741849984943.256
11452,SDN,2012,63196242385.161
11453,SEN,2012,17660870411.5235
11454,SGP,2012,295092888076.589
11455,SLB,2012,1185215418.25562
11456,SLE,2012,3789251613.36066
11457,SLV,2012,21386150000.0
11458,SMR,2012,1604701051.1653
11459,SOM,2012,
11460,SRB,2012,43309252921.0567
11461,SSD,2012,11931472169.4915
11462,STP,2012,229371348.202606
11463,SUR,2012,4980000000.0
11464,SVK,2012,94623731085.6106
11465,SVN,2012,46577793184.0031
11466,SWE,2012,552483727282.802
11467,SWZ,2012,4886551483.93374
11468,SXM,2012,985865921.787709
11469,SYC,2012,1089880685.4713
11470,SYR,2012,43190318032.5627
11471,TCA,2012,727161000.0
11472,TCD,2012,12367362757.1342
11473,TGO,2012,5413541649.14901
11474,THA,2012,397558325278.579
11475,TJK,2012,7633036366.08862
11476,TKM,2012,35164210526.3158
11477,TLS,2012,1160555000.0
11478,TON,2012,470705196.432659
11479,TTO,2012,27334581560.2837
11480,TUN,2012,47311401812.6733
11481,TUR,2012,880555885492.269
11482,TUV,2012,39345579.4723758
11483,TZA,2012,39650394362.9287
11484,UGA,2012,27305915910.7877
11485,UKR,2012,182591753827.949
11486,URY,2012,54232266358.7811
11487,USA,2012,16253972230000.0
11488,UZB,2012,67517349212.0609
11489,VCT,2012,730032592.592593
11490,VEN,2012,381286237847.667
11491,VGB,2012,
11492,VIR,2012,4089000000.0
11493,VNM,2012,195590661129.249
11494,VUT,2012,747839697.746593
11495,WSM,2012,773141661.165548
11496,KSO,2012,6163484244.63408
11497,YEM,2012,35401331609.5916
11498,ZAF,2012,434400545085.811
11499,ZMB,2012,25503060420.026
11500,ZWE,2012,17114849900.0
11501,ABW,2013,2727849720.67039
11502,AFG,2013,20146416876.3886
11503,AGO,2013,132339108708.408
11504,ALB,2013,12776224496.9718
11505,AND,2013,3193513470.43941
11506,ARE,2013,400218529747.597
11507,ARG,2013,552025140252.246
11508,ARM,2013,11121464437.0415
11509,ASM,2013,638000000.0
11510,ATG,2013,1325425925.92593
11511,AUS,2013,1577301840200.01
11512,AUT,2013,430190979705.962
11513,AZE,2013,74160560123.6902
11514,BDI,2013,2451606632.29246
11515,BEL,2013,521791015247.06
11516,BEN,2013,12517845123.9315
11517,BFA,2013,13444300485.8412
11518,BGD,2013,149990529836.78
11519,BGR,2013,55852123989.9504
11520,BHR,2013,32539468085.1064
11521,BHS,2013,10395500000.0
11522,BIH,2013,18179108530.5261
11523,BLR,2013,75527558966.4473
11524,BLZ,2013,2021757434.18064
11525,BMU,2013,6465756000.0
11526,BOL,2013,30659338885.6729
11527,BRA,2013,2472819535742.73
11528,BRB,2013,4685550000.0
11529,BRN,2013,18094321616.7959
11530,BTN,2013,1756214316.41385
11531,BWA,2013,14271738933.2042
11532,CAF,2013,1691544110.18543
11533,CAN,2013,1846597421834.98
11534,CHE,2013,706234937370.968
11535,,2013,
11536,CHL,2013,277395018674.682
11537,CHN,2013,9570471111847.82
11538,CIV,2013,42760235497.5958
11539,CMR,2013,33728621180.3231
11540,COD,2013,32679745048.4427
11541,COG,2013,17958720699.0868
11542,COL,2013,382093697077.685
11543,COM,2013,1116224107.17116
11544,CPV,2013,2028910915.16446
11545,CRI,2013,50949668840.8692
11546,CUB,2013,77148000000.0
11547,CUW,2013,3033568606.16651
11548,CYM,2013,4405796023.18409
11549,CYP,2013,23899444182.51
11550,CZE,2013,211685616592.931
11551,DEU,2013,3733804649549.03
11552,DJI,2013,2042817162.85639
11553,DMA,2013,498296296.296296
11554,DNK,2013,343584391647.927
11555,DOM,2013,62682159338.0354
11556,DZA,2013,209755003250.664
11557,ECU,2013,95129659000.0
11558,EGY,2013,288434108527.132
11559,ERI,2013,
11560,ESP,2013,1355579535912.55
11561,EST,2013,25115753366.1114
11562,ETH,2013,47648276605.0123
11563,FIN,2013,271362405890.589
11564,FJI,2013,4189967998.51424
11565,FRA,2013,2811876903329.03
11566,FRO,2013,2690110520.92548
11567,FSM,2013,317214400.0
11568,GAB,2013,17595744798.3398
11569,GBR,2013,2784853502534.29
11570,GEO,2013,17190068235.7892
11571,GHA,2013,62824629066.0408
11572,GIB,2013,
11573,GIN,2013,8376613880.84932
11574,GMB,2013,1375609453.43746
11575,GNB,2013,1046087367.45447
11576,GNQ,2013,21948834283.7856
11577,GRC,2013,238907690051.13
11578,GRD,2013,842618518.518518
11579,GRL,2013,2684946990.12448
11580,GTM,2013,52996446269.442
11581,GUM,2013,5399000000.0
11582,GUY,2013,4167800935.59876
11583,,2013,275696879834.966
11584,HND,2013,18499729214.904
11585,HRV,2013,59491066217.9088
11586,HTI,2013,14902488489.1696
11587,HUN,2013,135684315697.713
11588,IDN,2013,912524136718.018
11589,IMN,2013,7001180245.83103
11590,IND,2013,1856721507681.08
11591,IRL,2013,238112475390.796
11592,IRN,2013,492775566425.881
11593,IRQ,2013,234637675128.645
11594,ISL,2013,16125060515.3117
11595,ISR,2013,297732778479.129
11596,ITA,2013,2141924094298.56
11597,JAM,2013,14264205152.6126
11598,JOR,2013,34454440140.8451
11599,JPN,2013,5212328181166.18
11600,KAZ,2013,236634603409.089
11601,KEN,2013,61671440407.8387
11602,KGZ,2013,7335033800.59056
11603,KHM,2013,15227991395.1207
11604,KIR,2013,184543120.916973
11605,KNA,2013,874896296.296296
11606,KOR,2013,1370632955321.2
11607,KWT,2013,174167897908.593
11608,LAO,2013,11983252626.5452
11609,LBN,2013,46880103080.597
11610,LBR,2013,3177198100.0
11611,LBY,2013,75351117629.3591
11612,LCA,2013,1660222222.22222
11613,LIE,2013,6391708310.67727
11614,LKA,2013,77000578167.353
11615,LSO,2013,2367112931.642
11616,LTU,2013,46523420074.4372
11617,LUX,2013,65203276466.9763
11618,LVA,2013,30204783461.8488
11619,,2013,51536595089.2793
11620,MAF,2013,
11621,MAR,2013,115739287305.08
11622,MCO,2013,6555591709.88585
11623,MDA,2013,9496717875.51932
11624,MDG,2013,12423555455.3853
11625,MDV,2013,3295009236.55661
11626,MEX,2013,1327436290360.97
11627,MHL,2013,185468000.0
11628,MKD,2013,10817702346.0674
11629,MLI,2013,13242690786.0938
11630,MLT,2013,10551030596.7558
11631,MMR,2013,60269732882.8413
11632,MNE,2013,4465772400.37453
11633,MNG,2013,12582122604.2577
11634,MNP,2013,772000000.0
11635,MOZ,2013,17198073057.1981
11636,MRT,2013,7223071097.08417
11637,MUS,2013,12292974141.4044
11638,MWI,2013,8031571927.62055
11639,MYS,2013,323276235524.415
11640,NAM,2013,12043307277.1235
11641,NCL,2013,10151382933.1594
11642,NER,2013,10224897437.8648
11643,NGA,2013,520117180313.906
11644,NIC,2013,10982995267.0341
11645,NLD,2013,877172824534.512
11646,NOR,2013,526014468085.106
11647,NPL,2013,22162205046.022
11648,NRU,2013,94385014.9425842
11649,NZL,2013,190906575136.003
11650,OMN,2013,89936020806.2419
11651,PAK,2013,258657231672.412
11652,PAN,2013,45599900000.0
11653,PER,2013,201175543571.392
11654,PHL,2013,283902828581.65
11655,PLW,2013,221117200.0
11656,PNG,2013,21261338064.8783
11657,POL,2013,515761954074.157
11658,PRI,2013,102450000000.0
11659,PRK,2013,
11660,PRT,2013,226433858005.714
11661,PRY,2013,38501122141.4241
11662,PSE,2013,13515500000.0
11663,PYF,2013,6031827122.60663
11664,QAT,2013,198727642967.033
11665,ROU,2013,189789258566.244
11666,RUS,2013,2292470078346.22
11667,RWA,2013,7820741499.0814
11668,SAU,2013,753864543430.248
11669,SDN,2013,66027141578.0612
11670,SEN,2013,18918667724.8817
11671,SGP,2013,307576360584.992
11672,SLB,2013,1285911586.132
11673,SLE,2013,4920343316.87093
11674,SLV,2013,21990960000.0
11675,SMR,2013,1678741201.5731
11676,SOM,2013,5836021227.47436
11677,SRB,2013,48394239474.6762
11678,SSD,2013,18426469016.9492
11679,STP,2013,267041747.584354
11680,SUR,2013,5145757575.75758
11681,SVK,2013,98935222174.8603
11682,SVN,2013,48415657264.8758
11683,SWE,2013,586841821796.891
11684,SWZ,2013,4597552981.56738
11685,SXM,2013,1022905027.93296
11686,SYC,2013,1324915185.0959
11687,SYR,2013,21361254634.9336
11688,TCA,2013,754238000.0
11689,TCD,2013,12953534866.4286
11690,TGO,2013,6021729629.82454
11691,THA,2013,420333654592.547
11692,TJK,2013,8448410727.21353
11693,TKM,2013,39197543859.6491
11694,TLS,2013,1395727400.0
11695,TON,2013,450650633.04135
11696,TTO,2013,28709988700.2142
11697,TUN,2013,48685446413.953
11698,TUR,2013,957799120008.32
11699,TUV,2013,38615890.6320745
11700,TZA,2013,45648857242.315
11701,UGA,2013,28915786516.6123
11702,UKR,2013,190498811460.028
11703,URY,2013,61337621933.7857
11704,USA,2013,16843190993000.0
11705,UZB,2013,73180037911.4173
11706,VCT,2013,764781259.259259
11707,VEN,2013,371005379786.566
11708,VGB,2013,
11709,VIR,2013,3738000000.0
11710,VNM,2013,213708811665.34
11711,VUT,2013,758304466.245339
11712,WSM,2013,797736334.281305
11713,KSO,2013,6735328609.6594
11714,YEM,2013,40415233436.1767
11715,ZAF,2013,400886013595.573
11716,ZMB,2013,28037239462.7142
11717,ZWE,2013,19091020000.0
11718,ABW,2014,2790849720.67039
11719,AFG,2014,20497128600.3363
11720,AGO,2014,135966802156.542
11721,ALB,2014,13228147516.1168
11722,AND,2014,3271686452.47686
11723,ARE,2014,414105366758.911
11724,ARG,2014,526319673731.638
11725,ARM,2014,11609513246.7958
11726,ASM,2014,643000000.0
11727,ATG,2014,1378829629.62963
11728,AUS,2014,1468597690006.22
11729,AUT,2014,442584815286.034
11730,AZE,2014,75239785452.1022
11731,BDI,2014,2705783329.80483
11732,BEL,2014,535390200131.018
11733,BEN,2014,13284527846.9081
11734,BFA,2014,13943016076.7436
11735,BGD,2014,172885432686.945
11736,BGR,2014,57157782909.9307
11737,BHR,2014,33387712765.9574
11738,BHS,2014,10974800000.0
11739,BIH,2014,18558733564.4692
11740,BLR,2014,78812805039.0743
11741,BLZ,2014,2125125606.25723
11742,BMU,2014,6413988000.0
11743,BOL,2014,32996188017.3661
11744,BRA,2014,2456043727198.85
11745,BRB,2014,4707600000.0
11746,BRN,2014,17097802752.8728
11747,BTN,2014,1907090375.97776
11748,BWA,2014,15470088500.7414
11749,CAF,2014,1894813389.40325
11750,CAN,2014,1805749878439.94
11751,CHE,2014,726537808338.0
11752,,2014,
11753,CHL,2014,259560978407.095
11754,CHN,2014,10475624944290.1
11755,CIV,2014,48843005625.5796
11756,CMR,2014,36386544706.0806
11757,COD,2014,35909040925.9375
11758,COG,2014,17919224179.5609
11759,COL,2014,381240864422.407
11760,COM,2014,1149587659.74502
11761,CPV,2014,2041930125.42979
11762,CRI,2014,52016408951.8225
11763,CUB,2014,80656100000.0
11764,CUW,2014,3059406995.39666
11765,CYM,2014,4562853611.41445
11766,CYP,2014,23155988617.4023
11767,CZE,2014,209358834156.329
11768,DEU,2014,3889093051023.52
11769,DJI,2014,2214679081.25658
11770,DMA,2014,520429629.62963
11771,DNK,2014,352993631617.708
11772,DOM,2014,67179955677.2791
11773,DZA,2014,213809979836.314
11774,ECU,2014,101726331000.0
11775,EGY,2014,305595408895.265
11776,ERI,2014,
11777,ESP,2014,1371820537888.62
11778,EST,2014,26634083965.0987
11779,ETH,2014,55612228233.5179
11780,FIN,2014,274862826772.156
11781,FJI,2014,4857104791.00386
11782,FRA,2014,2855964488590.19
11783,FRO,2014,2914012679.27277
11784,FSM,2014,319271200.0
11785,GAB,2014,18203966895.8433
11786,GBR,2014,3064708247921.43
11787,GEO,2014,17627332900.2581
11788,GHA,2014,54783320576.8882
11789,GIB,2014,
11790,GIN,2014,8778473643.31852
11791,GMB,2014,1229461721.40861
11792,GNB,2014,1054915581.35773
11793,GNQ,2014,21765453081.9826
11794,GRC,2014,235458133124.608
11795,GRD,2014,911496296.296296
11796,GRL,2014,2842065708.35962
11797,GTM,2014,57852153058.502
11798,GUM,2014,5610000000.0
11799,GUY,2014,4127660158.47257
11800,,2014,291459995978.893
11801,HND,2014,19756533971.8698
11802,HRV,2014,59342363988.804
11803,HTI,2014,15146883647.3239
11804,HUN,2014,141033843265.669
11805,IDN,2014,890814755533.537
11806,IMN,2014,7708459144.9826
11807,IND,2014,2039126479228.11
11808,IRL,2014,259681883575.706
11809,IRN,2014,460382791480.428
11810,IRQ,2014,228415656174.957
11811,ISL,2014,17867662177.8911
11812,ISR,2014,314330061977.263
11813,ITA,2014,2162009615996.54
11814,JAM,2014,13899217721.6818
11815,JOR,2014,36847643521.1268
11816,JPN,2014,4896994405353.29
11817,KAZ,2014,221415613595.469
11818,KEN,2014,68285796514.2896
11819,KGZ,2014,7468102412.68237
11820,KHM,2014,16702610842.3529
11821,KIR,2014,177868200.039122
11822,KNA,2014,953166666.666667
11823,KOR,2014,1484488526271.8
11824,KWT,2014,162650272167.89
11825,LAO,2014,13279248478.6917
11826,LBN,2014,48095213746.6003
11827,LBR,2014,3225652000.0
11828,LBY,2014,57372352561.9874
11829,LCA,2014,1749288888.88889
11830,LIE,2014,6657526979.72277
11831,LKA,2014,82528535713.926
11832,LSO,2014,2441063054.05792
11833,LTU,2014,48533659592.1728
11834,LUX,2014,68804811897.6445
11835,LVA,2014,31386896487.0407
11836,,2014,54902831793.5018
11837,MAF,2014,772921958.529509
11838,MAR,2014,119130841411.664
11839,MCO,2014,7069353073.08882
11840,MDA,2014,9399833207.49341
11841,MDG,2014,12522957399.2281
11842,MDV,2014,3697353036.58648
11843,MEX,2014,1364507717463.67
11844,MHL,2014,185172900.0
11845,MKD,2014,11362265252.778
11846,MLI,2014,14364937124.0727
11847,MLT,2014,11625848974.8051
11848,MMR,2014,65446196919.6813
11849,MNE,2014,4593853290.963
11850,MNG,2014,12226514668.0622
11851,MNP,2014,832000000.0
11852,MOZ,2014,17978246586.0662
11853,MRT,2014,6592537781.81518
11854,MUS,2014,13074129952.0532
11855,MWI,2014,8801326169.14547
11856,MYS,2014,338066095097.254
11857,NAM,2014,12435430969.6301
11858,NCL,2014,10635035594.7528
11859,NER,2014,10862943543.5419
11860,NGA,2014,574183763411.508
11861,NIC,2014,11880434070.7811
11862,NLD,2014,892167986713.722
11863,NOR,2014,501736471832.848
11864,NPL,2014,22731612827.0632
11865,NRU,2014,99149244.4001333
11866,NZL,2014,201313497220.917
11867,OMN,2014,92699089726.9181
11868,PAK,2014,271390474857.632
11869,PAN,2014,49921400000.0
11870,PER,2014,200786250582.943
11871,PHL,2014,297483555344.802
11872,PLW,2014,241669800.0
11873,PNG,2014,23210823987.308
11874,POL,2014,539080475073.719
11875,PRI,2014,102445800000.0
11876,PRK,2014,
11877,PRT,2014,229901964221.884
11878,PRY,2014,40377929295.6419
11879,PSE,2014,13989700000.0
11880,PYF,2014,6151996560.84289
11881,QAT,2014,206224598571.429
11882,ROU,2014,199713780259.318
11883,RUS,2014,2059241589895.01
11884,RWA,2014,8239766320.0954
11885,SAU,2014,766605946720.427
11886,SDN,2014,76818769321.3038
11887,SEN,2014,19797253440.2679
11888,SGP,2014,314863580758.455
11889,SLB,2014,1335571420.72676
11890,SLE,2014,5015180725.3416
11891,SLV,2014,22593470000.0
11892,SMR,2014,1673910988.24105
11893,SOM,2014,6537360532.64205
11894,SRB,2014,47062202418.8864
11895,SSD,2014,13962212847.4576
11896,STP,2014,293119143.246825
11897,SUR,2014,5240606060.60606
11898,SVK,2014,101437045019.901
11899,SVN,2014,49997186439.0916
11900,SWE,2014,581964017237.095
11901,SWZ,2014,4422986271.74767
11902,SXM,2014,1361811520.80425
11903,SYC,2014,1387576450.14334
11904,SYR,2014,21502061466.067
11905,TCA,2014,841070000.0
11906,TCD,2014,13940767218.5849
11907,TGO,2014,6393314707.85456
11908,THA,2014,407339040197.651
11909,TJK,2014,9112606074.45562
11910,TKM,2014,43524210526.3158
11911,TLS,2014,1447535200.0
11912,TON,2014,439877614.419206
11913,TTO,2014,29699968760.7278
11914,TUN,2014,50271812920.612
11915,TUR,2014,938934609296.966
11916,TUV,2014,38760982.6540096
11917,TZA,2014,49986726460.6805
11918,UGA,2014,32612397257.4458
11919,UKR,2014,133503871861.723
11920,URY,2014,61496186973.902
11921,USA,2014,17550680174000.0
11922,UZB,2014,80845385816.4497
11923,VCT,2014,770900000.0
11924,VEN,2014,482359318767.703
11925,VGB,2014,
11926,VIR,2014,3565000000.0
11927,VNM,2014,233451469642.519
11928,VUT,2014,772315983.81843
11929,WSM,2014,796683519.593842
11930,KSO,2014,7074394734.88431
11931,YEM,2014,43228585321.3272
11932,ZAF,2014,381198869776.106
11933,ZMB,2014,27141023558.0829
11934,ZWE,2014,19495519600.0
11935,ABW,2015,2962907262.56983
11936,AFG,2015,19134221744.5294
11937,AGO,2015,90496420626.179
11938,ALB,2015,11386853113.0189
11939,AND,2015,2789882569.1005
11940,ARE,2015,370275469560.166
11941,ARG,2015,594749285413.212
11942,ARM,2015,10553337518.414
11943,ASM,2015,673000000.0
11944,ATG,2015,1437755555.55556
11945,AUS,2015,1351768945139.11
11946,AUT,2015,381971148530.543
11947,AZE,2015,53076235354.746
11948,BDI,2015,3104003546.26497
11949,BEL,2015,462335574841.484
11950,BEN,2015,11388160997.1089
11951,BFA,2015,11832159315.6298
11952,BGD,2015,195078573252.202
11953,BGR,2015,50811995688.6771
11954,BHR,2015,31050638297.8723
11955,BHS,2015,11672900000.0
11956,BIH,2015,16404348871.4437
11957,BLR,2015,56454889146.6088
11958,BLZ,2015,2194709309.24204
11959,BMU,2015,6654541000.0
11960,BOL,2015,33000198248.9146
11961,BRA,2015,1802212206904.68
11962,BRB,2015,4734000000.0
11963,BRN,2015,12930291487.9581
11964,BTN,2015,2003596838.78013
11965,BWA,2015,13530748844.505
11966,CAF,2015,1695825714.19282
11967,CAN,2015,1556508816217.14
11968,CHE,2015,694118186379.628
11969,,2015,
11970,CHL,2015,242450355827.827
11971,CHN,2015,11061572618594.8
11972,CIV,2015,45815005170.815
11973,CMR,2015,32210233020.4569
11974,COD,2015,37917706497.1793
11975,COG,2015,12434829581.0287
11976,COL,2015,293492370228.844
11977,COM,2015,966029599.801228
11978,CPV,2015,1749857620.35329
11979,CRI,2015,56441920821.0806
11980,CUB,2015,87132800000.0
11981,CUW,2015,3058779211.89831
11982,CYM,2015,4708167232.66893
11983,CYP,2015,19842492366.5477
11984,CZE,2015,188033050459.881
11985,DEU,2015,3357585719351.56
11986,DJI,2015,2424391785.43897
11987,DMA,2015,540737037.037037
11988,DNK,2015,302673070846.857
11989,DOM,2015,71164826836.5281
11990,DZA,2015,165979224866.131
11991,ECU,2015,99290381000.0
11992,EGY,2015,329366576819.407
11993,ERI,2015,
11994,ESP,2015,1196156971279.69
11995,EST,2015,22890762090.1508
11996,ETH,2015,64589328550.5953
11997,FIN,2015,234534382384.766
11998,FJI,2015,4682479912.05203
11999,FRA,2015,2439188643162.5
12000,FRO,2015,2573905971.05459
12001,FSM,2015,316489900.0
12002,GAB,2015,14383107762.6952
12003,GBR,2015,2927911140916.73
12004,GEO,2015,14953673796.1929
12005,GHA,2015,49406009811.9819
12006,GIB,2015,
12007,GIN,2015,8794202394.29076
12008,GMB,2015,1378176608.93204
12009,GNB,2015,1048229633.00189
12010,GNQ,2015,13185496881.4055
12011,GRC,2015,195683527003.375
12012,GRD,2015,997007407.407407
12013,GRL,2015,2499113022.81675
12014,GTM,2015,62186064718.7424
12015,GUM,2015,5799000000.0
12016,GUY,2015,4279840193.7046
12017,,2015,309385622601.348
12018,HND,2015,20979791685.416
12019,HRV,2015,50857353544.2847
12020,HTI,2015,14849629407.8872
12021,HUN,2015,125174166987.372
12022,IDN,2015,860854232686.214
12023,IMN,2015,7084795708.28406
12024,IND,2015,2103588360066.32
12025,IRL,2015,292364226871.756
12026,IRN,2015,408212917874.964
12027,IRQ,2015,166774104959.102
12028,ISL,2015,17517210519.0912
12029,ISR,2015,303414276832.04
12030,ITA,2015,1836637711060.55
12031,JAM,2015,14188936958.4343
12032,JOR,2015,38587017887.3239
12033,JPN,2015,4444930651964.18
12034,KAZ,2015,184388404706.042
12035,KEN,2015,70120446896.8359
12036,KGZ,2015,6678177511.66313
12037,KHM,2015,18049954289.4721
12038,KIR,2015,170292316.823055
12039,KNA,2015,957025925.925926
12040,KOR,2015,1466038936206.43
12041,KWT,2015,114585576961.43
12042,LAO,2015,14426381187.0894
12043,LBN,2015,49929337836.8159
12044,LBR,2015,3227075700.0
12045,LBY,2015,48717506273.4399
12046,LCA,2015,1807225925.92593
12047,LIE,2015,6268515276.17441
12048,LKA,2015,85140955388.8509
12049,LSO,2015,2359686724.53829
12050,LTU,2015,41435533340.3883
12051,LUX,2015,60071584216.1375
12052,LVA,2015,27263090547.0617
12053,,2015,45048190598.3249
12054,MAF,2015,
12055,MAR,2015,110413823841.592
12056,MCO,2015,6261649890.82388
12057,MDA,2015,7798692878.40136
12058,MDG,2015,11323020701.3017
12059,MDV,2015,4129505319.81871
12060,MEX,2015,1213294467527.59
12061,MHL,2015,182997300.0
12062,MKD,2015,10064519962.5655
12063,MLI,2015,13104764378.326
12064,MLT,2015,11091483659.6156
12065,MMR,2015,59687411768.8224
12066,MNE,2015,4054730077.57718
12067,MNG,2015,11619892590.6941
12068,MNP,2015,910000000.0
12069,MOZ,2015,16208985769.615
12070,MRT,2015,6166863896.68677
12071,MUS,2015,12007291045.6489
12072,MWI,2015,9219474379.31534
12073,MYS,2015,301355266964.947
12074,NAM,2015,11335161083.5061
12075,NCL,2015,8738203074.3957
12076,NER,2015,9683867926.44282
12077,NGA,2015,493026682800.63
12078,NIC,2015,12756685522.4807
12079,NLD,2015,765572770634.375
12080,NOR,2015,388159512245.53
12081,NPL,2015,24360801337.6944
12082,NRU,2015,84863440.5801997
12083,NZL,2015,178064471137.921
12084,OMN,2015,78710793237.9714
12085,PAK,2015,299963590534.773
12086,PAN,2015,54091800000.0
12087,PER,2015,189802976285.619
12088,PHL,2015,306445871246.718
12089,PLW,2015,280457700.0
12090,PNG,2015,21723437010.0982
12091,POL,2015,477111287969.227
12092,PRI,2015,103375500000.0
12093,PRK,2015,
